image_id,new_class_id,class_name,original_class_id,path,source_path,original_path,side,source
10,0,class_000,0,images/class_000/img_000010_bottom_orig000.jpg,images/class_000/img_000010_bottom.jpg,raw/Pill_Images/0/bottom/Customer/0_bottom_32.jpg,bottom,Customer
11,0,class_000,0,images/class_000/img_000011_bottom_orig000.jpg,images/class_000/img_000011_bottom.jpg,raw/Pill_Images/0/bottom/Customer/0_bottom_33.jpg,bottom,Customer
12,0,class_000,0,images/class_000/img_000012_bottom_orig000.jpg,images/class_000/img_000012_bottom.jpg,raw/Pill_Images/0/bottom/Customer/0_bottom_34.jpg,bottom,Customer
13,0,class_000,0,images/class_000/img_000013_bottom_orig000.jpg,images/class_000/img_000013_bottom.jpg,raw/Pill_Images/0/bottom/Customer/0_bottom_35.jpg,bottom,Customer
14,0,class_000,0,images/class_000/img_000014_bottom_orig000.jpg,images/class_000/img_000014_bottom.jpg,raw/Pill_Images/0/bottom/Customer/0_bottom_36.jpg,bottom,Customer
15,0,class_000,0,images/class_000/img_000015_bottom_orig000.jpg,images/class_000/img_000015_bottom.jpg,raw/Pill_Images/0/bottom/Customer/0_bottom_37.jpg,bottom,Customer
16,0,class_000,0,images/class_000/img_000016_bottom_orig000.jpg,images/class_000/img_000016_bottom.jpg,raw/Pill_Images/0/bottom/Customer/0_bottom_38.jpg,bottom,Customer
17,0,class_000,0,images/class_000/img_000017_bottom_orig000.jpg,images/class_000/img_000017_bottom.jpg,raw/Pill_Images/0/bottom/Customer/0_bottom_39.jpg,bottom,Customer
18,0,class_000,0,images/class_000/img_000018_bottom_orig000.jpg,images/class_000/img_000018_bottom.jpg,raw/Pill_Images/0/bottom/Customer/0_bottom_40.jpg,bottom,Customer
19,0,class_000,0,images/class_000/img_000019_top_orig000.jpg,images/class_000/img_000019_top.jpg,raw/Pill_Images/0/top/Customer/0_top_0.jpg,top,Customer
20,0,class_000,0,images/class_000/img_000020_top_orig000.jpg,images/class_000/img_000020_top.jpg,raw/Pill_Images/0/top/Customer/0_top_1.jpg,top,Customer
21,0,class_000,0,images/class_000/img_000021_top_orig000.jpg,images/class_000/img_000021_top.jpg,raw/Pill_Images/0/top/Customer/0_top_10.jpg,top,Customer
22,0,class_000,0,images/class_000/img_000022_top_orig000.jpg,images/class_000/img_000022_top.jpg,raw/Pill_Images/0/top/Customer/0_top_11.jpg,top,Customer
23,0,class_000,0,images/class_000/img_000023_top_orig000.jpg,images/class_000/img_000023_top.jpg,raw/Pill_Images/0/top/Customer/0_top_12.jpg,top,Customer
24,0,class_000,0,images/class_000/img_000024_top_orig000.jpg,images/class_000/img_000024_top.jpg,raw/Pill_Images/0/top/Customer/0_top_13.jpg,top,Customer
25,0,class_000,0,images/class_000/img_000025_top_orig000.jpg,images/class_000/img_000025_top.jpg,raw/Pill_Images/0/top/Customer/0_top_14.jpg,top,Customer
26,0,class_000,0,images/class_000/img_000026_top_orig000.jpg,images/class_000/img_000026_top.jpg,raw/Pill_Images/0/top/Customer/0_top_15.jpg,top,Customer
27,0,class_000,0,images/class_000/img_000027_top_orig000.jpg,images/class_000/img_000027_top.jpg,raw/Pill_Images/0/top/Customer/0_top_16.jpg,top,Customer
28,0,class_000,0,images/class_000/img_000028_top_orig000.jpg,images/class_000/img_000028_top.jpg,raw/Pill_Images/0/top/Customer/0_top_17.jpg,top,Customer
29,0,class_000,0,images/class_000/img_000029_top_orig000.jpg,images/class_000/img_000029_top.jpg,raw/Pill_Images/0/top/Customer/0_top_18.jpg,top,Customer
30,0,class_000,0,images/class_000/img_000030_top_orig000.jpg,images/class_000/img_000030_top.jpg,raw/Pill_Images/0/top/Customer/0_top_19.jpg,top,Customer
31,0,class_000,0,images/class_000/img_000031_top_orig000.jpg,images/class_000/img_000031_top.jpg,raw/Pill_Images/0/top/Customer/0_top_2.jpg,top,Customer
32,0,class_000,0,images/class_000/img_000032_top_orig000.jpg,images/class_000/img_000032_top.jpg,raw/Pill_Images/0/top/Customer/0_top_20.jpg,top,Customer
33,0,class_000,0,images/class_000/img_000033_top_orig000.jpg,images/class_000/img_000033_top.jpg,raw/Pill_Images/0/top/Customer/0_top_21.jpg,top,Customer
34,0,class_000,0,images/class_000/img_000034_top_orig000.jpg,images/class_000/img_000034_top.jpg,raw/Pill_Images/0/top/Customer/0_top_3.jpg,top,Customer
35,0,class_000,0,images/class_000/img_000035_top_orig000.jpg,images/class_000/img_000035_top.jpg,raw/Pill_Images/0/top/Customer/0_top_4.jpg,top,Customer
36,0,class_000,0,images/class_000/img_000036_top_orig000.jpg,images/class_000/img_000036_top.jpg,raw/Pill_Images/0/top/Customer/0_top_5.jpg,top,Customer
37,0,class_000,0,images/class_000/img_000037_top_orig000.jpg,images/class_000/img_000037_top.jpg,raw/Pill_Images/0/top/Customer/0_top_6.jpg,top,Customer
38,0,class_000,0,images/class_000/img_000038_top_orig000.jpg,images/class_000/img_000038_top.jpg,raw/Pill_Images/0/top/Customer/0_top_7.jpg,top,Customer
39,0,class_000,0,images/class_000/img_000039_top_orig000.jpg,images/class_000/img_000039_top.jpg,raw/Pill_Images/0/top/Customer/0_top_8.jpg,top,Customer
40,0,class_000,0,images/class_000/img_000040_top_orig000.jpg,images/class_000/img_000040_top.jpg,raw/Pill_Images/0/top/Customer/0_top_9.jpg,top,Customer
41,1,class_001,2,images/class_001/img_000000_bottom_orig002.jpg,images/class_002/img_000000_bottom.jpg,raw/Pill_Images/2/bottom/Customer/2_bottom_100.jpg,bottom,Customer
42,1,class_001,2,images/class_001/img_000001_bottom_orig002.jpg,images/class_002/img_000001_bottom.jpg,raw/Pill_Images/2/bottom/Customer/2_bottom_101.jpg,bottom,Customer
43,1,class_001,2,images/class_001/img_000002_bottom_orig002.jpg,images/class_002/img_000002_bottom.jpg,raw/Pill_Images/2/bottom/Customer/2_bottom_102.jpg,bottom,Customer
44,1,class_001,2,images/class_001/img_000003_bottom_orig002.jpg,images/class_002/img_000003_bottom.jpg,raw/Pill_Images/2/bottom/Customer/2_bottom_103.jpg,bottom,Customer
45,1,class_001,2,images/class_001/img_000004_bottom_orig002.jpg,images/class_002/img_000004_bottom.jpg,raw/Pill_Images/2/bottom/Customer/2_bottom_104.jpg,bottom,Customer
46,1,class_001,2,images/class_001/img_000005_bottom_orig002.jpg,images/class_002/img_000005_bottom.jpg,raw/Pill_Images/2/bottom/Customer/2_bottom_105.jpg,bottom,Customer
47,1,class_001,2,images/class_001/img_000006_bottom_orig002.jpg,images/class_002/img_000006_bottom.jpg,raw/Pill_Images/2/bottom/Customer/2_bottom_106.jpg,bottom,Customer
48,1,class_001,2,images/class_001/img_000007_bottom_orig002.jpg,images/class_002/img_000007_bottom.jpg,raw/Pill_Images/2/bottom/Customer/2_bottom_107.jpg,bottom,Customer
49,1,class_001,2,images/class_001/img_000008_bottom_orig002.jpg,images/class_002/img_000008_bottom.jpg,raw/Pill_Images/2/bottom/Customer/2_bottom_108.jpg,bottom,Customer
50,1,class_001,2,images/class_001/img_000009_bottom_orig002.jpg,images/class_002/img_000009_bottom.jpg,raw/Pill_Images/2/bottom/Customer/2_bottom_109.jpg,bottom,Customer
51,1,class_001,2,images/class_001/img_000010_bottom_orig002.jpg,images/class_002/img_000010_bottom.jpg,raw/Pill_Images/2/bottom/Customer/2_bottom_110.jpg,bottom,Customer
52,1,class_001,2,images/class_001/img_000011_bottom_orig002.jpg,images/class_002/img_000011_bottom.jpg,raw/Pill_Images/2/bottom/Customer/2_bottom_111.jpg,bottom,Customer
53,1,class_001,2,images/class_001/img_000012_bottom_orig002.jpg,images/class_002/img_000012_bottom.jpg,raw/Pill_Images/2/bottom/Customer/2_bottom_112.jpg,bottom,Customer
54,1,class_001,2,images/class_001/img_000013_bottom_orig002.jpg,images/class_002/img_000013_bottom.jpg,raw/Pill_Images/2/bottom/Customer/2_bottom_113.jpg,bottom,Customer
55,1,class_001,2,images/class_001/img_000014_bottom_orig002.jpg,images/class_002/img_000014_bottom.jpg,raw/Pill_Images/2/bottom/Customer/2_bottom_114.jpg,bottom,Customer
56,1,class_001,2,images/class_001/img_000015_bottom_orig002.jpg,images/class_002/img_000015_bottom.jpg,raw/Pill_Images/2/bottom/Customer/2_bottom_115.jpg,bottom,Customer
57,1,class_001,2,images/class_001/img_000016_bottom_orig002.jpg,images/class_002/img_000016_bottom.jpg,raw/Pill_Images/2/bottom/Customer/2_bottom_116.jpg,bottom,Customer
58,1,class_001,2,images/class_001/img_000017_bottom_orig002.jpg,images/class_002/img_000017_bottom.jpg,raw/Pill_Images/2/bottom/Customer/2_bottom_117.jpg,bottom,Customer
59,1,class_001,2,images/class_001/img_000018_bottom_orig002.jpg,images/class_002/img_000018_bottom.jpg,raw/Pill_Images/2/bottom/Customer/2_bottom_118.jpg,bottom,Customer
60,1,class_001,2,images/class_001/img_000019_bottom_orig002.jpg,images/class_002/img_000019_bottom.jpg,raw/Pill_Images/2/bottom/Customer/2_bottom_119.jpg,bottom,Customer
61,1,class_001,2,images/class_001/img_000020_bottom_orig002.jpg,images/class_002/img_000020_bottom.jpg,raw/Pill_Images/2/bottom/Customer/2_bottom_120.jpg,bottom,Customer
62,1,class_001,2,images/class_001/img_000021_bottom_orig002.jpg,images/class_002/img_000021_bottom.jpg,raw/Pill_Images/2/bottom/Customer/2_bottom_121.jpg,bottom,Customer
63,1,class_001,2,images/class_001/img_000022_bottom_orig002.jpg,images/class_002/img_000022_bottom.jpg,raw/Pill_Images/2/bottom/Customer/2_bottom_99.jpg,bottom,Customer
64,1,class_001,2,images/class_001/img_000023_top_orig002.jpg,images/class_002/img_000023_top.jpg,raw/Pill_Images/2/top/Customer/2_top_62.jpg,top,Customer
65,1,class_001,2,images/class_001/img_000024_top_orig002.jpg,images/class_002/img_000024_top.jpg,raw/Pill_Images/2/top/Customer/2_top_63.jpg,top,Customer
66,1,class_001,2,images/class_001/img_000025_top_orig002.jpg,images/class_002/img_000025_top.jpg,raw/Pill_Images/2/top/Customer/2_top_64.jpg,top,Customer
67,1,class_001,2,images/class_001/img_000026_top_orig002.jpg,images/class_002/img_000026_top.jpg,raw/Pill_Images/2/top/Customer/2_top_65.jpg,top,Customer
68,1,class_001,2,images/class_001/img_000027_top_orig002.jpg,images/class_002/img_000027_top.jpg,raw/Pill_Images/2/top/Customer/2_top_66.jpg,top,Customer
69,1,class_001,2,images/class_001/img_000028_top_orig002.jpg,images/class_002/img_000028_top.jpg,raw/Pill_Images/2/top/Customer/2_top_67.jpg,top,Customer
70,1,class_001,2,images/class_001/img_000029_top_orig002.jpg,images/class_002/img_000029_top.jpg,raw/Pill_Images/2/top/Customer/2_top_68.jpg,top,Customer
71,1,class_001,2,images/class_001/img_000030_top_orig002.jpg,images/class_002/img_000030_top.jpg,raw/Pill_Images/2/top/Customer/2_top_69.jpg,top,Customer
72,1,class_001,2,images/class_001/img_000031_top_orig002.jpg,images/class_002/img_000031_top.jpg,raw/Pill_Images/2/top/Customer/2_top_70.jpg,top,Customer
73,1,class_001,2,images/class_001/img_000032_top_orig002.jpg,images/class_002/img_000032_top.jpg,raw/Pill_Images/2/top/Customer/2_top_71.jpg,top,Customer
74,1,class_001,2,images/class_001/img_000033_top_orig002.jpg,images/class_002/img_000033_top.jpg,raw/Pill_Images/2/top/Customer/2_top_72.jpg,top,Customer
75,1,class_001,2,images/class_001/img_000034_top_orig002.jpg,images/class_002/img_000034_top.jpg,raw/Pill_Images/2/top/Customer/2_top_73.jpg,top,Customer
76,1,class_001,2,images/class_001/img_000035_top_orig002.jpg,images/class_002/img_000035_top.jpg,raw/Pill_Images/2/top/Customer/2_top_74.jpg,top,Customer
77,1,class_001,2,images/class_001/img_000036_top_orig002.jpg,images/class_002/img_000036_top.jpg,raw/Pill_Images/2/top/Customer/2_top_75.jpg,top,Customer
78,1,class_001,2,images/class_001/img_000037_top_orig002.jpg,images/class_002/img_000037_top.jpg,raw/Pill_Images/2/top/Customer/2_top_76.jpg,top,Customer
79,1,class_001,2,images/class_001/img_000038_top_orig002.jpg,images/class_002/img_000038_top.jpg,raw/Pill_Images/2/top/Customer/2_top_77.jpg,top,Customer
80,1,class_001,2,images/class_001/img_000039_top_orig002.jpg,images/class_002/img_000039_top.jpg,raw/Pill_Images/2/top/Customer/2_top_78.jpg,top,Customer
81,1,class_001,2,images/class_001/img_000040_top_orig002.jpg,images/class_002/img_000040_top.jpg,raw/Pill_Images/2/top/Customer/2_top_79.jpg,top,Customer
82,1,class_001,2,images/class_001/img_000041_top_orig002.jpg,images/class_002/img_000041_top.jpg,raw/Pill_Images/2/top/Customer/2_top_80.jpg,top,Customer
83,1,class_001,2,images/class_001/img_000042_top_orig002.jpg,images/class_002/img_000042_top.jpg,raw/Pill_Images/2/top/Customer/2_top_81.jpg,top,Customer
84,1,class_001,2,images/class_001/img_000043_top_orig002.jpg,images/class_002/img_000043_top.jpg,raw/Pill_Images/2/top/Customer/2_top_82.jpg,top,Customer
85,1,class_001,2,images/class_001/img_000044_top_orig002.jpg,images/class_002/img_000044_top.jpg,raw/Pill_Images/2/top/Customer/2_top_83.jpg,top,Customer
86,1,class_001,2,images/class_001/img_000045_top_orig002.jpg,images/class_002/img_000045_top.jpg,raw/Pill_Images/2/top/Customer/2_top_84.jpg,top,Customer
87,1,class_001,2,images/class_001/img_000046_top_orig002.jpg,images/class_002/img_000046_top.jpg,raw/Pill_Images/2/top/Customer/2_top_85.jpg,top,Customer
88,1,class_001,2,images/class_001/img_000047_top_orig002.jpg,images/class_002/img_000047_top.jpg,raw/Pill_Images/2/top/Customer/2_top_86.jpg,top,Customer
89,1,class_001,2,images/class_001/img_000048_top_orig002.jpg,images/class_002/img_000048_top.jpg,raw/Pill_Images/2/top/Customer/2_top_87.jpg,top,Customer
90,1,class_001,2,images/class_001/img_000049_top_orig002.jpg,images/class_002/img_000049_top.jpg,raw/Pill_Images/2/top/Customer/2_top_88.jpg,top,Customer
91,1,class_001,2,images/class_001/img_000050_top_orig002.jpg,images/class_002/img_000050_top.jpg,raw/Pill_Images/2/top/Customer/2_top_89.jpg,top,Customer
92,1,class_001,2,images/class_001/img_000051_top_orig002.jpg,images/class_002/img_000051_top.jpg,raw/Pill_Images/2/top/Customer/2_top_90.jpg,top,Customer
93,1,class_001,2,images/class_001/img_000052_top_orig002.jpg,images/class_002/img_000052_top.jpg,raw/Pill_Images/2/top/Customer/2_top_91.jpg,top,Customer
94,1,class_001,2,images/class_001/img_000053_top_orig002.jpg,images/class_002/img_000053_top.jpg,raw/Pill_Images/2/top/Customer/2_top_92.jpg,top,Customer
95,1,class_001,2,images/class_001/img_000054_top_orig002.jpg,images/class_002/img_000054_top.jpg,raw/Pill_Images/2/top/Customer/2_top_93.jpg,top,Customer
96,1,class_001,2,images/class_001/img_000055_top_orig002.jpg,images/class_002/img_000055_top.jpg,raw/Pill_Images/2/top/Customer/2_top_94.jpg,top,Customer
97,1,class_001,2,images/class_001/img_000056_top_orig002.jpg,images/class_002/img_000056_top.jpg,raw/Pill_Images/2/top/Customer/2_top_95.jpg,top,Customer
98,1,class_001,2,images/class_001/img_000057_top_orig002.jpg,images/class_002/img_000057_top.jpg,raw/Pill_Images/2/top/Customer/2_top_96.jpg,top,Customer
99,1,class_001,2,images/class_001/img_000058_top_orig002.jpg,images/class_002/img_000058_top.jpg,raw/Pill_Images/2/top/Customer/2_top_97.jpg,top,Customer
100,1,class_001,2,images/class_001/img_000059_top_orig002.jpg,images/class_002/img_000059_top.jpg,raw/Pill_Images/2/top/Customer/2_top_98.jpg,top,Customer
101,2,class_002,3,images/class_002/img_000000_bottom_orig003.jpg,images/class_003/img_000000_bottom.jpg,raw/Pill_Images/3/bottom/Customer/3_bottom_147.jpg,bottom,Customer
102,2,class_002,3,images/class_002/img_000001_bottom_orig003.jpg,images/class_003/img_000001_bottom.jpg,raw/Pill_Images/3/bottom/Customer/3_bottom_148.jpg,bottom,Customer
103,2,class_002,3,images/class_002/img_000002_bottom_orig003.jpg,images/class_003/img_000002_bottom.jpg,raw/Pill_Images/3/bottom/Customer/3_bottom_149.jpg,bottom,Customer
104,2,class_002,3,images/class_002/img_000003_bottom_orig003.jpg,images/class_003/img_000003_bottom.jpg,raw/Pill_Images/3/bottom/Customer/3_bottom_150.jpg,bottom,Customer
105,2,class_002,3,images/class_002/img_000004_bottom_orig003.jpg,images/class_003/img_000004_bottom.jpg,raw/Pill_Images/3/bottom/Customer/3_bottom_151.jpg,bottom,Customer
106,2,class_002,3,images/class_002/img_000005_bottom_orig003.jpg,images/class_003/img_000005_bottom.jpg,raw/Pill_Images/3/bottom/Customer/3_bottom_152.jpg,bottom,Customer
107,2,class_002,3,images/class_002/img_000006_bottom_orig003.jpg,images/class_003/img_000006_bottom.jpg,raw/Pill_Images/3/bottom/Customer/3_bottom_153.jpg,bottom,Customer
108,2,class_002,3,images/class_002/img_000007_bottom_orig003.jpg,images/class_003/img_000007_bottom.jpg,raw/Pill_Images/3/bottom/Customer/3_bottom_154.jpg,bottom,Customer
109,2,class_002,3,images/class_002/img_000008_bottom_orig003.jpg,images/class_003/img_000008_bottom.jpg,raw/Pill_Images/3/bottom/Customer/3_bottom_155.jpg,bottom,Customer
110,2,class_002,3,images/class_002/img_000009_bottom_orig003.jpg,images/class_003/img_000009_bottom.jpg,raw/Pill_Images/3/bottom/Customer/3_bottom_156.jpg,bottom,Customer
111,2,class_002,3,images/class_002/img_000010_bottom_orig003.jpg,images/class_003/img_000010_bottom.jpg,raw/Pill_Images/3/bottom/Customer/3_bottom_157.jpg,bottom,Customer
112,2,class_002,3,images/class_002/img_000011_bottom_orig003.jpg,images/class_003/img_000011_bottom.jpg,raw/Pill_Images/3/bottom/Customer/3_bottom_158.jpg,bottom,Customer
113,2,class_002,3,images/class_002/img_000012_bottom_orig003.jpg,images/class_003/img_000012_bottom.jpg,raw/Pill_Images/3/bottom/Customer/3_bottom_159.jpg,bottom,Customer
114,2,class_002,3,images/class_002/img_000013_bottom_orig003.jpg,images/class_003/img_000013_bottom.jpg,raw/Pill_Images/3/bottom/Customer/3_bottom_160.jpg,bottom,Customer
115,2,class_002,3,images/class_002/img_000014_bottom_orig003.jpg,images/class_003/img_000014_bottom.jpg,raw/Pill_Images/3/bottom/Customer/3_bottom_161.jpg,bottom,Customer
116,2,class_002,3,images/class_002/img_000015_bottom_orig003.jpg,images/class_003/img_000015_bottom.jpg,raw/Pill_Images/3/bottom/Customer/3_bottom_162.jpg,bottom,Customer
117,2,class_002,3,images/class_002/img_000016_bottom_orig003.jpg,images/class_003/img_000016_bottom.jpg,raw/Pill_Images/3/bottom/Customer/3_bottom_163.jpg,bottom,Customer
118,2,class_002,3,images/class_002/img_000017_bottom_orig003.jpg,images/class_003/img_000017_bottom.jpg,raw/Pill_Images/3/bottom/Customer/3_bottom_164.jpg,bottom,Customer
119,2,class_002,3,images/class_002/img_000018_bottom_orig003.jpg,images/class_003/img_000018_bottom.jpg,raw/Pill_Images/3/bottom/Customer/3_bottom_165.jpg,bottom,Customer
120,2,class_002,3,images/class_002/img_000019_bottom_orig003.jpg,images/class_003/img_000019_bottom.jpg,raw/Pill_Images/3/bottom/Customer/3_bottom_166.jpg,bottom,Customer
121,2,class_002,3,images/class_002/img_000020_bottom_orig003.jpg,images/class_003/img_000020_bottom.jpg,raw/Pill_Images/3/bottom/Customer/3_bottom_167.jpg,bottom,Customer
122,2,class_002,3,images/class_002/img_000021_bottom_orig003.jpg,images/class_003/img_000021_bottom.jpg,raw/Pill_Images/3/bottom/Customer/3_bottom_168.jpg,bottom,Customer
123,2,class_002,3,images/class_002/img_000022_bottom_orig003.jpg,images/class_003/img_000022_bottom.jpg,raw/Pill_Images/3/bottom/Customer/3_bottom_169.jpg,bottom,Customer
124,2,class_002,3,images/class_002/img_000023_bottom_orig003.jpg,images/class_003/img_000023_bottom.jpg,raw/Pill_Images/3/bottom/Customer/3_bottom_170.jpg,bottom,Customer
125,2,class_002,3,images/class_002/img_000024_bottom_orig003.jpg,images/class_003/img_000024_bottom.jpg,raw/Pill_Images/3/bottom/Customer/3_bottom_171.jpg,bottom,Customer
126,2,class_002,3,images/class_002/img_000025_top_orig003.jpg,images/class_003/img_000025_top.jpg,raw/Pill_Images/3/top/Customer/3_top_122.jpg,top,Customer
127,2,class_002,3,images/class_002/img_000026_top_orig003.jpg,images/class_003/img_000026_top.jpg,raw/Pill_Images/3/top/Customer/3_top_123.jpg,top,Customer
128,2,class_002,3,images/class_002/img_000027_top_orig003.jpg,images/class_003/img_000027_top.jpg,raw/Pill_Images/3/top/Customer/3_top_124.jpg,top,Customer
129,2,class_002,3,images/class_002/img_000028_top_orig003.jpg,images/class_003/img_000028_top.jpg,raw/Pill_Images/3/top/Customer/3_top_125.jpg,top,Customer
130,2,class_002,3,images/class_002/img_000029_top_orig003.jpg,images/class_003/img_000029_top.jpg,raw/Pill_Images/3/top/Customer/3_top_126.jpg,top,Customer
131,2,class_002,3,images/class_002/img_000030_top_orig003.jpg,images/class_003/img_000030_top.jpg,raw/Pill_Images/3/top/Customer/3_top_127.jpg,top,Customer
132,2,class_002,3,images/class_002/img_000031_top_orig003.jpg,images/class_003/img_000031_top.jpg,raw/Pill_Images/3/top/Customer/3_top_128.jpg,top,Customer
133,2,class_002,3,images/class_002/img_000032_top_orig003.jpg,images/class_003/img_000032_top.jpg,raw/Pill_Images/3/top/Customer/3_top_129.jpg,top,Customer
134,2,class_002,3,images/class_002/img_000033_top_orig003.jpg,images/class_003/img_000033_top.jpg,raw/Pill_Images/3/top/Customer/3_top_130.jpg,top,Customer
135,2,class_002,3,images/class_002/img_000034_top_orig003.jpg,images/class_003/img_000034_top.jpg,raw/Pill_Images/3/top/Customer/3_top_131.jpg,top,Customer
136,2,class_002,3,images/class_002/img_000035_top_orig003.jpg,images/class_003/img_000035_top.jpg,raw/Pill_Images/3/top/Customer/3_top_132.jpg,top,Customer
137,2,class_002,3,images/class_002/img_000036_top_orig003.jpg,images/class_003/img_000036_top.jpg,raw/Pill_Images/3/top/Customer/3_top_133.jpg,top,Customer
138,2,class_002,3,images/class_002/img_000037_top_orig003.jpg,images/class_003/img_000037_top.jpg,raw/Pill_Images/3/top/Customer/3_top_134.jpg,top,Customer
139,2,class_002,3,images/class_002/img_000038_top_orig003.jpg,images/class_003/img_000038_top.jpg,raw/Pill_Images/3/top/Customer/3_top_135.jpg,top,Customer
140,2,class_002,3,images/class_002/img_000039_top_orig003.jpg,images/class_003/img_000039_top.jpg,raw/Pill_Images/3/top/Customer/3_top_136.jpg,top,Customer
141,2,class_002,3,images/class_002/img_000040_top_orig003.jpg,images/class_003/img_000040_top.jpg,raw/Pill_Images/3/top/Customer/3_top_137.jpg,top,Customer
142,2,class_002,3,images/class_002/img_000041_top_orig003.jpg,images/class_003/img_000041_top.jpg,raw/Pill_Images/3/top/Customer/3_top_138.jpg,top,Customer
143,2,class_002,3,images/class_002/img_000042_top_orig003.jpg,images/class_003/img_000042_top.jpg,raw/Pill_Images/3/top/Customer/3_top_139.jpg,top,Customer
144,2,class_002,3,images/class_002/img_000043_top_orig003.jpg,images/class_003/img_000043_top.jpg,raw/Pill_Images/3/top/Customer/3_top_140.jpg,top,Customer
145,2,class_002,3,images/class_002/img_000044_top_orig003.jpg,images/class_003/img_000044_top.jpg,raw/Pill_Images/3/top/Customer/3_top_141.jpg,top,Customer
146,2,class_002,3,images/class_002/img_000045_top_orig003.jpg,images/class_003/img_000045_top.jpg,raw/Pill_Images/3/top/Customer/3_top_142.jpg,top,Customer
147,2,class_002,3,images/class_002/img_000046_top_orig003.jpg,images/class_003/img_000046_top.jpg,raw/Pill_Images/3/top/Customer/3_top_143.jpg,top,Customer
148,2,class_002,3,images/class_002/img_000047_top_orig003.jpg,images/class_003/img_000047_top.jpg,raw/Pill_Images/3/top/Customer/3_top_144.jpg,top,Customer
149,2,class_002,3,images/class_002/img_000048_top_orig003.jpg,images/class_003/img_000048_top.jpg,raw/Pill_Images/3/top/Customer/3_top_145.jpg,top,Customer
150,2,class_002,3,images/class_002/img_000049_top_orig003.jpg,images/class_003/img_000049_top.jpg,raw/Pill_Images/3/top/Customer/3_top_146.jpg,top,Customer
151,3,class_003,4,images/class_003/img_000000_bottom_orig004.jpg,images/class_004/img_000000_bottom.jpg,raw/Pill_Images/4/bottom/Customer/4_bottom_191.jpg,bottom,Customer
152,3,class_003,4,images/class_003/img_000001_bottom_orig004.jpg,images/class_004/img_000001_bottom.jpg,raw/Pill_Images/4/bottom/Customer/4_bottom_192.jpg,bottom,Customer
153,3,class_003,4,images/class_003/img_000002_bottom_orig004.jpg,images/class_004/img_000002_bottom.jpg,raw/Pill_Images/4/bottom/Customer/4_bottom_193.jpg,bottom,Customer
154,3,class_003,4,images/class_003/img_000003_bottom_orig004.jpg,images/class_004/img_000003_bottom.jpg,raw/Pill_Images/4/bottom/Customer/4_bottom_194.jpg,bottom,Customer
155,3,class_003,4,images/class_003/img_000004_bottom_orig004.jpg,images/class_004/img_000004_bottom.jpg,raw/Pill_Images/4/bottom/Customer/4_bottom_195.jpg,bottom,Customer
156,3,class_003,4,images/class_003/img_000005_bottom_orig004.jpg,images/class_004/img_000005_bottom.jpg,raw/Pill_Images/4/bottom/Customer/4_bottom_196.jpg,bottom,Customer
157,3,class_003,4,images/class_003/img_000006_bottom_orig004.jpg,images/class_004/img_000006_bottom.jpg,raw/Pill_Images/4/bottom/Customer/4_bottom_197.jpg,bottom,Customer
158,3,class_003,4,images/class_003/img_000007_bottom_orig004.jpg,images/class_004/img_000007_bottom.jpg,raw/Pill_Images/4/bottom/Customer/4_bottom_198.jpg,bottom,Customer
159,3,class_003,4,images/class_003/img_000008_bottom_orig004.jpg,images/class_004/img_000008_bottom.jpg,raw/Pill_Images/4/bottom/Customer/4_bottom_199.jpg,bottom,Customer
